space_pedelec,hours_idling_pedelec,annual_mileage_pedelec,power_consumption_driving_pedelec,power_consumption_idling_pedelec,avg_power_consumption_per_vkm_pedelec,annual_usage_time_pedelec,annual_parking_cost_pedelec
1.6,4119909.2724141665,227702.767,5060.19178,8002.77884,0.022219200085522018,20967.112222222222,6127.43590563166
